STATE,NAME,geo_type,transportation_type,country,2020-01-13,2020-01-14,2020-01-15,2020-01-16,2020-01-17,2020-01-18,2020-01-19,2020-01-20,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-18,2020-10-19,2020-10-20,2020-10-21,2020-10-22,2020-10-23,2020-10-24
38,North Dakota,sub-region,walking,United States,100.0,126.84,116.93,103.95,107.2,96.75,87.29,109.58,99.43,104.34,101.81,141.42,145.39,77.38,95.57,100.09,108.01,103.98,136.33,153.8,81.23,90.96,95.75,97.44,94.55,124.88,164.16,87.74,101.78,95.66,86.33,118.01,155.36,152.05,97.8,96.05,89.64,103.55,110.24,151.84,180.6,88.64,95.87,102.2,108.46,109.52,159.07,184.07,91.11,99.85,104.37,105.36,110.75,156.72,172.89,79.91,97.98,108.1,105.03,116.11,130.0,126.66,66.39,80.0,90.72,72.62,62.83,74.4,65.09,51.36,70.0,80.75,69.1,78.86,98.89,76.39,67.59,88.73,78.49,70.51,56.81,73.49,67.59,52.68,76.75,82.26,76.87,77.08,98.61,66.72,45.0,60.69,71.6,81.23,87.44,103.7,82.74,75.0,89.37,87.26,106.39,97.65,113.55,92.17,77.98,101.69,91.54,111.78,128.8,149.61,107.77,84.58,106.93,112.2,128.1,121.14,157.65,106.63,72.89,114.97,101.14,125.96,148.46,183.89,161.14,121.99,162.08,168.95,163.31,174.61,194.04,168.89,123.31,124.43,184.16,185.99,171.27,214.58,203.04,125.81,194.31,193.8,184.94,188.31,220.75,180.0,120.63,177.17,192.26,198.52,204.85,231.72,197.68,133.28,201.17,190.87,196.78,197.98,245.3,205.66,134.4,194.88,195.51,216.17,216.84,271.6,223.64,149.4,203.52,182.92,217.68,215.24,184.04,146.36,122.89,202.2,184.49,189.28,221.66,245.06,227.92,146.36,200.9,200.06,218.98,243.16,239.55,224.19,164.37,202.08,210.51,213.22,215.0,231.9,219.1,154.19,207.53,211.81,214.16,214.82,247.2,257.59,150.3,217.44,214.01,212.08,230.39,245.48,237.83,145.27,215.81,218.89,229.07,230.9,247.2,238.64,168.8,222.89,225.42,217.5,240.72,300.81,331.93,218.07,296.69,321.99,290.81,250.33,301.39,271.14,144.58,235.81,219.4,215.63,213.8,254.73,218.34,159.64,140.6,203.37,194.64,210.03,260.75,281.93,150.15,190.42,188.77,185.9,214.31,268.49,268.37,160.99,189.34,202.71,189.76,201.08,249.4,254.94,143.52,169.91,180.57,168.64,190.93,221.3,250.03,132.41,183.58,174.25,168.43,174.07,238.43,239.94,130.06,167.8,162.98,172.56,182.11,216.05,198.98,122.23,139.94,145.54,167.95,155.54,203.01,186.08
39,Ohio,sub-region,walking,United States,100.0,104.0,98.08,95.44,120.21,124.58,73.96,83.75,90.64,91.17,94.44,118.02,131.09,72.01,85.03,92.28,91.45,95.33,119.99,137.58,82.25,91.33,88.55,89.19,89.7,111.14,127.6,77.53,87.89,93.25,93.69,98.07,137.6,148.56,93.4,96.54,92.96,95.8,98.54,132.66,161.73,86.47,89.4,94.93,95.93,95.03,126.87,152.67,93.8,91.33,100.08,104.38,113.76,128.07,163.8,102.34,98.15,95.84,92.42,92.76,105.03,97.75,65.23,74.26,72.56,65.16,66.02,75.51,59.61,50.81,59.12,54.96,68.0,67.77,64.69,58.34,59.14,58.56,60.19,63.3,72.06,81.62,75.28,51.82,73.6,72.0,79.03,67.67,73.8,74.48,46.63,60.53,67.31,68.48,71.59,70.86,78.12,63.02,83.59,73.69,76.23,72.94,90.77,87.01,56.64,87.48,87.07,78.39,82.32,99.91,104.03,77.37,95.16,87.69,95.0,99.76,98.04,100.01,71.56,83.54,77.31,118.09,112.13,130.45,137.48,107.59,111.4,120.27,127.54,131.55,153.41,150.61,122.98,110.97,143.2,145.53,147.95,157.67,164.77,123.71,143.67,145.79,143.79,140.23,171.4,173.21,130.24,144.49,145.13,142.58,157.69,182.96,174.32,129.03,144.05,153.11,153.13,154.66,187.76,184.32,117.32,141.86,149.51,162.1,170.88,193.51,185.13,142.46,155.32,163.51,167.9,174.98,183.28,148.94,126.5,151.25,155.58,158.72,163.73,183.94,181.13,131.76,158.05,162.16,160.68,160.71,190.88,185.52,128.89,151.78,156.33,153.34,161.16,193.08,187.66,140.73,147.73,162.41,162.84,159.46,185.16,168.91,126.52,150.32,154.59,168.49,170.92,197.82,198.84,144.6,157.23,162.16,171.14,183.46,203.53,212.03,154.89,180.3,182.18,194.88,209.0,245.2,242.96,173.4,192.58,194.25,185.68,188.56,203.96,212.12,150.88,165.89,172.39,166.05,179.45,215.11,214.34,158.59,123.88,161.64,161.8,170.86,202.23,215.51,138.32,155.68,159.58,166.85,174.12,206.53,223.71,143.11,152.34,156.94,156.53,163.59,205.89,215.88,138.15,139.85,148.07,149.73,156.49,188.59,202.08,122.48,138.61,144.06,150.07,158.06,195.92,206.09,132.39,137.85,145.01,144.57,145.72,188.9,197.74,120.78,124.68,133.81,141.02,155.21,185.46,193.38
40,Oklahoma,sub-region,walking,United States,100.0,100.58,93.26,87.16,102.46,118.24,66.68,84.01,78.93,75.96,87.31,106.46,109.37,63.06,85.89,68.32,77.17,82.14,107.51,119.69,69.17,80.62,77.74,53.63,77.77,107.26,117.31,70.01,79.47,81.4,80.82,91.16,124.46,125.13,74.2,86.53,83.18,84.68,90.03,123.1,128.35,61.37,80.93,85.18,84.38,93.95,124.63,135.9,80.57,84.68,97.81,90.45,100.66,131.41,139.08,71.87,85.38,97.89,96.76,98.65,98.32,95.9,59.03,73.3,65.47,68.7,65.92,66.53,57.05,39.8,59.69,65.5,67.54,64.41,68.64,59.3,45.2,50.79,62.47,63.74,62.91,57.94,53.66,44.78,60.84,65.1,68.99,66.45,76.99,62.67,36.4,56.96,61.07,66.57,72.18,72.81,69.98,50.73,75.75,74.25,59.32,80.35,83.34,82.42,63.45,75.87,73.33,83.78,89.46,102.44,94.11,65.38,88.08,95.11,94.01,90.96,108.84,105.1,63.05,81.82,66.92,102.24,113.19,117.08,118.05,93.4,122.95,123.19,126.45,120.36,148.72,140.82,97.86,78.27,122.64,122.5,127.08,156.77,155.37,127.1,126.09,132.26,128.86,134.88,169.97,166.64,100.68,126.79,131.86,134.48,138.26,171.17,168.34,103.27,133.7,139.7,142.98,143.65,157.57,158.86,93.99,133.19,141.26,145.33,150.57,177.99,167.9,108.74,137.47,148.97,141.22,150.04,156.0,121.93,98.03,134.85,141.76,143.73,146.22,161.65,157.14,108.97,135.98,142.57,145.17,147.84,171.85,164.11,108.34,140.09,141.77,145.39,145.31,169.93,166.32,108.21,130.99,129.17,133.94,145.39,173.85,173.57,108.27,142.71,145.59,141.78,149.98,180.64,182.22,121.1,152.53,158.37,166.2,171.99,204.36,202.88,141.77,191.81,188.59,174.06,175.7,192.74,191.58,125.93,178.77,179.92,162.01,162.47,186.63,174.76,108.92,139.93,139.59,145.67,155.38,187.75,182.57,125.74,108.27,136.3,127.74,142.11,172.44,191.01,109.96,141.0,145.44,151.4,154.56,184.09,189.97,111.87,134.48,128.76,137.88,144.66,180.26,195.11,101.4,130.75,133.83,137.16,141.54,176.5,176.1,105.05,125.74,129.19,136.73,140.44,170.58,169.67,105.13,127.52,131.27,135.23,140.43,172.35,170.83,94.87,121.59,124.73,131.19,138.84,152.89,165.39
41,Oregon,sub-region,walking,United States,100.0,101.65,101.22,110.28,136.78,166.47,130.13,116.61,104.83,106.56,114.58,148.21,169.84,107.43,98.51,104.02,104.24,119.33,150.25,161.46,96.16,100.33,105.06,114.06,134.57,160.99,185.07,118.52,111.05,112.01,117.83,126.68,176.76,181.89,152.92,128.07,121.36,127.27,133.62,176.81,192.57,117.73,109.58,122.94,123.21,137.97,164.21,173.38,121.74,104.13,113.27,126.35,133.72,152.24,179.09,121.03,111.16,118.82,118.41,112.04,109.48,96.76,77.5,83.4,75.14,72.43,74.53,76.86,66.95,56.56,49.59,43.91,48.88,49.86,48.88,43.77,41.74,45.69,48.94,49.58,50.3,55.03,47.19,50.21,55.36,59.72,62.27,64.33,68.62,58.94,45.42,58.62,62.46,60.16,65.51,72.2,52.93,54.79,66.95,59.53,51.23,62.05,63.91,61.89,59.14,61.23,68.82,66.33,68.38,75.03,60.55,57.55,70.23,75.38,72.52,79.38,91.52,87.41,63.04,63.25,52.4,75.0,74.88,102.8,84.93,79.77,79.6,88.5,88.59,89.48,109.01,105.78,97.05,80.63,98.56,109.55,110.66,123.72,100.43,100.04,115.09,119.68,120.98,118.75,130.64,116.66,93.09,107.13,101.98,118.95,120.98,123.55,118.92,105.88,111.19,111.59,127.27,130.99,155.43,132.93,106.88,134.3,135.34,135.6,144.26,161.18,150.88,115.71,135.17,131.95,135.94,145.99,156.1,128.65,119.23,130.21,132.48,140.38,140.72,165.61,161.58,127.16,140.07,142.04,147.76,147.59,161.79,163.88,130.1,140.31,139.38,141.1,145.78,161.92,166.72,133.15,136.35,137.83,143.59,144.19,162.89,162.37,133.31,147.85,148.64,149.79,147.28,170.03,168.66,136.62,148.02,147.2,148.52,155.15,172.45,163.47,130.58,144.69,147.33,150.65,154.98,173.55,172.84,140.24,145.58,147.45,148.94,154.81,176.03,172.0,133.88,137.13,143.27,146.56,152.52,173.73,177.54,154.06,130.82,136.31,133.95,129.26,126.69,112.39,87.9,104.78,107.37,112.12,120.62,142.93,156.45,128.04,135.68,137.14,132.01,144.66,158.25,170.95,136.11,139.47,134.92,137.93,139.45,163.76,168.07,121.79,128.12,132.44,130.18,134.34,169.39,154.73,111.34,123.23,119.44,130.29,139.55,168.96,172.39,120.18,124.05,127.06,130.39,132.25,152.9,154.46
42,Pennsylvania,sub-region,walking,United States,100.0,95.65,98.62,95.77,120.42,108.19,92.07,83.26,81.91,87.38,90.5,126.03,126.88,78.63,75.68,78.63,82.44,85.86,121.18,135.31,74.17,83.12,81.78,80.95,84.16,105.61,136.83,86.47,77.87,83.8,87.56,95.08,138.43,156.88,107.49,97.97,88.3,90.73,90.36,124.07,155.53,92.11,86.49,82.73,91.84,91.2,125.13,148.32,90.32,88.19,87.62,96.13,98.45,111.42,144.96,95.07,94.69,83.22,85.85,82.72,98.96,109.76,63.57,60.73,52.09,53.49,48.67,55.99,48.62,37.86,32.78,41.77,36.42,46.31,50.68,35.88,36.13,39.31,38.21,42.25,43.58,46.47,45.69,41.05,47.02,43.96,47.54,42.17,45.11,46.78,35.18,36.72,43.96,46.59,44.84,49.17,46.57,46.69,48.84,42.55,48.1,44.81,48.99,59.26,35.52,46.32,53.38,52.84,47.69,61.53,70.09,56.62,57.4,57.57,51.24,63.64,61.36,62.08,53.91,52.84,46.88,73.99,73.08,88.53,90.17,68.77,74.59,77.17,78.59,86.03,85.24,86.03,76.06,71.32,87.12,88.12,83.2,94.4,104.12,75.46,84.49,88.61,80.58,89.53,99.23,110.19,84.12,92.31,94.41,92.8,93.1,117.58,116.71,86.33,96.25,102.75,100.27,100.25,118.23,113.63,81.02,99.44,101.74,108.3,112.11,131.22,123.82,95.81,107.62,110.76,114.05,117.99,122.05,107.16,91.12,99.48,108.83,110.63,115.55,116.53,131.62,98.1,109.98,113.79,115.3,115.87,133.02,131.36,95.26,106.88,109.87,108.61,112.89,127.62,134.82,101.04,109.32,113.76,117.33,118.0,130.47,137.5,101.26,113.24,103.88,126.09,119.72,132.69,147.53,109.13,117.99,119.95,118.6,123.45,150.14,154.27,112.37,129.03,137.17,139.64,153.52,178.54,183.44,125.98,141.47,138.66,141.16,139.52,156.4,158.33,125.5,119.76,126.74,124.72,129.81,164.93,171.22,128.55,106.53,120.13,121.03,120.89,154.75,172.76,109.38,111.86,116.96,120.74,127.87,159.79,177.26,112.24,109.03,115.12,118.78,119.98,155.91,164.26,110.26,108.36,101.2,111.22,117.5,146.81,167.38,106.66,101.41,106.78,110.04,114.45,151.91,172.95,104.16,96.27,103.39,113.57,118.92,135.38,172.23,108.81,100.21,106.32,111.78,117.47,152.18,166.52
44,Rhode Island,sub-region,walking,United States,100.0,107.87,115.95,103.22,131.53,129.59,115.63,101.16,109.28,126.47,133.29,166.05,179.88,108.72,110.52,116.96,112.53,118.91,165.22,178.46,101.85,106.81,107.71,112.41,108.9,148.19,188.34,107.47,96.22,104.65,117.15,120.17,174.18,201.23,151.08,138.61,127.52,128.26,131.83,177.59,213.29,134.16,112.95,115.76,121.46,121.66,168.5,191.99,113.27,114.6,119.16,126.48,125.91,144.66,172.34,117.92,128.46,119.28,117.97,107.56,117.59,144.79,89.32,82.2,68.75,79.86,61.88,80.09,75.62,57.65,53.91,63.42,55.98,69.83,81.97,69.41,45.24,55.7,66.62,60.42,56.99,59.17,63.35,61.05,69.95,75.71,61.95,56.0,71.07,71.87,51.29,44.02,73.46,69.22,70.15,77.35,56.36,70.07,68.49,61.1,67.78,71.98,69.78,95.35,52.52,60.04,75.45,84.53,68.96,91.3,109.23,96.18,91.74,99.62,83.11,93.32,95.39,87.07,75.51,72.53,70.21,106.79,113.63,131.42,144.02,106.19,103.23,121.91,130.87,128.91,168.22,116.87,135.22,107.05,134.81,143.48,128.81,145.07,167.58,139.17,139.11,137.05,132.81,152.6,186.99,182.77,139.46,145.42,151.15,151.64,133.39,196.99,213.25,161.69,153.52,158.78,162.92,168.65,217.1,234.54,145.69,162.46,179.7,173.6,190.45,229.99,209.93,176.06,161.59,172.06,172.81,216.88,248.91,250.65,184.81,188.62,183.87,187.8,202.04,203.9,241.11,209.51,177.35,181.69,189.61,200.39,218.04,277.35,203.55,178.29,190.8,187.36,192.72,239.88,265.19,197.28,190.28,187.41,199.23,196.94,237.28,273.67,188.86,199.81,165.9,194.53,195.2,224.38,228.61,182.43,171.63,175.67,176.87,180.07,226.6,234.48,148.81,189.49,196.53,189.41,198.72,240.37,249.39,191.64,185.23,191.83,203.87,181.15,255.58,224.27,214.5,198.39,211.42,180.27,218.7,286.67,310.52,258.74,222.42,227.91,221.58,204.55,257.77,285.8,182.68,193.12,187.49,188.44,190.97,240.03,264.22,164.66,168.58,157.51,172.29,176.26,231.87,251.86,156.42,148.59,150.39,148.45,168.93,203.81,232.98,156.31,134.27,146.46,148.39,160.29,204.77,242.74,167.41,116.37,125.75,157.79,165.03,182.44,213.11,145.11,141.43,141.53,150.46,164.11,211.38,227.36
45,South Carolina,sub-region,walking,United States,100.0,96.23,96.43,99.79,119.93,137.62,92.73,89.73,81.98,84.03,89.52,105.99,132.88,72.3,80.92,87.15,86.43,98.76,103.95,130.07,75.51,82.83,85.63,90.19,81.34,117.45,128.33,79.75,87.11,90.87,91.68,101.63,153.59,170.23,96.33,101.68,91.44,91.72,88.83,127.2,153.28,83.38,87.81,94.86,98.1,113.05,146.72,177.06,94.15,95.39,94.61,94.18,97.9,150.42,175.06,107.59,114.13,111.7,113.94,116.89,134.77,142.57,79.72,85.2,76.5,73.69,71.28,76.72,67.6,41.45,53.02,48.72,57.25,55.82,63.55,59.54,44.88,54.95,49.59,53.32,55.61,61.43,53.84,42.81,56.58,53.87,56.22,56.75,60.76,54.89,30.43,53.63,61.6,59.44,63.47,68.27,64.96,40.26,59.81,63.74,66.32,56.02,73.73,68.63,54.39,68.92,69.43,70.22,69.99,86.15,86.69,67.79,79.94,81.19,82.98,87.63,97.38,104.92,70.7,88.3,67.78,100.91,110.31,137.96,161.43,113.2,117.88,114.21,110.45,127.41,166.81,202.32,158.42,124.83,131.72,122.95,134.45,157.28,174.68,118.24,140.39,140.66,144.33,151.13,172.26,191.9,135.02,147.05,149.16,149.97,159.87,191.81,217.23,142.13,155.9,155.51,158.11,165.25,190.72,208.77,135.26,160.2,158.94,159.26,173.62,196.15,206.87,140.36,157.02,152.99,159.98,175.33,201.97,188.62,140.71,151.48,142.85,149.85,158.59,185.98,188.23,132.6,152.65,151.62,152.25,159.96,188.11,197.55,132.51,151.1,148.4,153.22,160.19,184.79,200.85,137.57,154.12,152.73,151.6,157.52,180.66,190.33,131.56,125.51,147.65,152.43,157.94,189.48,200.31,141.04,158.45,157.64,161.67,167.08,200.46,213.8,158.66,176.48,170.68,174.83,189.63,211.71,213.48,136.76,157.66,157.62,155.64,163.69,190.53,203.49,128.71,138.46,145.8,146.35,158.99,208.69,246.1,194.64,143.21,146.65,140.14,153.4,199.55,215.22,145.16,156.15,158.83,149.43,149.65,202.45,223.91,139.24,152.66,152.24,152.84,157.58,192.47,225.03,131.3,128.96,130.45,145.52,157.72,196.79,216.87,132.27,136.38,137.73,144.19,156.93,197.92,211.68,131.51,141.76,139.49,146.83,155.6,200.83,229.24,131.51,135.3,133.68,136.94,148.81,194.27,215.96
46,South Dakota,sub-region,walking,United States,100.0,105.27,95.3,102.38,91.28,99.96,83.17,115.47,110.25,114.91,103.13,144.29,159.73,82.21,99.61,98.36,92.56,104.45,138.28,162.82,81.64,91.57,100.6,97.55,103.02,132.44,153.9,77.98,97.3,106.23,78.3,103.42,157.31,176.02,111.35,105.12,94.2,99.0,105.48,145.86,178.12,96.69,100.43,94.59,108.72,116.68,156.14,212.66,102.49,107.01,109.96,117.72,120.67,168.05,187.34,106.4,131.23,111.45,109.71,119.32,122.8,118.32,72.29,94.84,98.4,90.39,70.97,90.11,80.08,56.42,86.13,88.3,70.79,76.02,92.78,68.91,69.33,89.08,81.79,91.96,62.5,76.81,81.43,61.51,98.79,104.87,84.38,70.65,101.35,77.87,43.37,64.28,71.15,74.39,76.52,95.94,95.06,64.57,95.48,107.47,107.44,107.93,122.27,98.08,83.71,113.59,97.65,107.29,125.79,161.69,128.35,92.07,103.95,106.19,125.61,116.26,160.83,129.42,85.91,115.51,95.8,136.54,155.67,189.79,160.41,123.8,172.79,170.76,178.48,190.29,213.48,217.29,160.26,142.58,186.48,214.76,212.42,239.2,207.11,170.94,201.1,202.92,210.1,212.7,254.71,239.17,171.79,213.55,190.11,218.61,239.45,283.67,276.41,192.49,225.79,229.06,233.9,231.48,311.28,303.31,185.27,242.83,253.72,264.92,288.08,357.95,361.79,233.19,270.08,267.41,293.13,292.42,339.24,282.64,211.38,277.34,277.23,263.54,307.54,368.48,352.79,228.1,275.7,265.42,290.29,309.96,354.11,347.67,237.21,276.63,297.9,303.77,307.01,360.37,363.46,238.24,295.87,287.26,276.98,295.48,365.81,359.3,243.33,303.13,308.54,314.87,310.92,399.68,386.62,291.71,339.24,328.35,330.06,337.82,391.53,402.67,276.88,351.41,310.42,348.03,330.02,388.62,399.54,249.52,291.11,279.19,277.87,312.7,345.86,349.66,202.49,250.37,254.86,263.14,277.3,368.37,345.22,265.31,198.15,221.24,231.48,263.68,300.82,347.07,205.83,232.76,245.36,236.14,275.6,322.55,332.23,211.31,220.99,229.06,231.98,264.67,327.85,334.51,192.28,202.42,212.59,204.02,224.44,285.34,315.87,188.44,197.37,209.04,210.25,218.96,300.07,312.81,178.19,201.25,191.25,192.32,215.51,285.31,267.09,160.16,175.38,173.18,177.48,181.47,256.53,210.89
47,Tennessee,sub-region,walking,United States,100.0,95.36,93.2,100.88,139.28,170.08,110.41,87.33,87.44,87.16,87.48,121.36,136.72,75.96,85.06,89.21,90.59,97.02,127.82,141.34,83.7,87.51,81.93,86.02,93.26,116.07,141.82,95.35,88.16,93.26,87.87,107.37,162.17,192.43,119.24,105.39,89.67,102.42,95.16,141.36,181.19,89.75,84.71,101.74,100.85,118.02,159.22,202.33,109.13,100.89,112.69,120.16,131.04,165.63,202.64,125.09,113.94,111.74,109.17,109.97,126.18,118.1,70.32,73.51,68.23,64.57,66.67,63.84,58.55,41.24,50.62,44.26,54.81,62.73,63.93,57.59,48.97,53.44,47.61,54.99,55.53,59.23,53.56,45.56,57.19,54.76,55.43,58.37,61.67,58.26,30.53,53.04,54.03,61.77,62.5,69.96,65.29,43.25,67.1,66.09,61.6,57.59,73.71,57.95,47.95,67.0,67.97,64.02,72.44,87.2,85.27,61.03,77.66,79.88,77.6,83.97,84.78,97.58,65.46,80.37,60.91,92.66,105.46,118.7,115.62,83.64,99.85,101.96,103.39,108.3,127.29,135.19,105.03,90.01,107.65,107.98,116.64,144.24,150.41,102.37,117.41,115.4,116.7,127.53,140.27,150.55,103.47,113.98,116.07,124.41,134.58,164.31,171.13,110.66,127.35,129.02,129.64,136.01,171.01,169.9,101.72,125.95,132.74,139.9,151.87,176.18,188.22,122.98,131.89,131.93,140.25,154.71,171.4,142.83,109.67,132.85,134.34,136.53,142.08,169.94,168.94,110.27,135.94,136.24,137.65,140.8,169.91,170.83,114.85,131.52,131.29,131.8,140.46,166.2,171.45,117.95,133.18,134.1,138.8,140.4,162.64,174.8,124.01,137.93,140.06,142.86,151.18,181.83,184.91,123.27,139.92,140.83,145.34,154.5,187.21,198.24,139.11,157.32,154.76,155.48,159.63,183.65,196.59,129.86,148.86,142.27,144.66,144.29,163.38,181.77,112.96,129.23,136.19,138.24,146.35,194.96,225.76,167.02,127.21,135.25,137.58,147.55,180.09,185.54,113.99,132.46,137.2,142.03,150.24,190.42,217.61,130.13,130.26,131.26,129.8,136.05,180.58,201.77,126.15,120.58,125.29,132.13,144.77,185.38,211.19,124.11,132.37,134.21,136.66,151.67,189.67,184.79,128.08,137.3,139.03,141.65,151.88,201.8,227.21,129.41,129.87,132.34,138.89,154.08,195.36,212.43
48,Texas,sub-region,walking,United States,100.0,103.66,104.39,102.11,126.37,150.94,102.75,105.31,105.7,96.14,105.56,131.26,146.63,92.24,99.92,96.75,97.43,99.08,127.89,151.1,89.34,96.17,98.74,87.98,102.13,130.59,153.79,86.83,92.91,91.75,99.32,116.92,159.93,169.27,117.11,110.21,98.82,96.92,103.49,139.53,165.64,95.05,101.06,106.43,105.01,117.87,154.65,183.24,106.57,104.15,109.56,99.84,120.88,150.53,164.36,106.79,111.68,121.5,118.8,116.76,120.49,120.49,75.55,86.0,78.76,75.26,73.47,69.31,60.16,47.44,63.51,65.3,59.58,59.79,64.85,57.07,48.45,51.99,61.27,62.13,56.93,59.12,47.85,45.33,57.31,62.37,62.53,61.54,70.56,59.96,44.64,61.32,61.25,67.5,69.03,71.25,67.64,53.37,70.6,69.86,66.94,75.91,82.6,77.69,62.82,72.36,70.85,76.32,80.99,93.22,91.56,70.54,83.27,86.47,87.26,88.81,102.16,105.07,72.93,81.72,66.47,99.9,104.77,115.44,109.03,94.43,110.51,114.2,114.83,119.18,142.16,139.06,100.81,92.16,117.58,118.46,125.36,152.44,153.22,103.14,120.14,134.28,123.17,129.94,152.0,154.27,110.52,122.95,125.32,128.92,134.26,159.7,164.79,113.35,126.88,127.16,129.74,134.7,158.01,156.44,99.16,119.28,122.66,130.59,133.77,150.52,145.16,102.87,124.72,128.19,132.1,137.5,149.37,119.91,99.59,123.92,127.41,130.97,136.0,153.12,147.33,106.29,125.63,129.33,130.27,133.28,152.59,152.88,108.26,124.74,125.82,128.39,135.31,154.96,142.96,106.82,126.88,127.35,132.16,140.67,155.69,159.19,113.68,132.3,136.98,136.36,142.31,166.09,169.13,120.79,136.65,140.18,140.76,145.57,172.88,179.13,127.72,145.78,149.64,152.06,155.54,181.21,181.39,130.09,148.48,153.1,150.87,148.69,171.93,173.0,117.98,135.95,137.79,138.39,146.01,175.6,188.14,145.39,123.2,133.67,128.67,139.79,172.96,188.17,120.66,133.73,139.12,141.57,143.17,178.62,194.05,119.93,118.7,120.04,128.84,138.87,175.36,192.74,121.06,126.32,130.69,132.18,138.32,171.22,189.68,119.64,126.1,127.71,128.17,137.49,176.95,199.24,127.72,131.14,129.82,131.18,136.22,170.68,189.15,120.96,123.55,127.43,128.47,135.72,164.16,189.82
